Dom	DistDiff
4h1pA00	0.4462
4h1qA00	0.4978
4h1qB00	0.4835
4h1sA01	0.4491
4h1sA02	2.1036
4h1sB01	0.3099
4h1sB02	1.5556
4h1tA00	0.4418
4h1tB00	0.3241
4h1tC00	0.5219
4h1tD00	0.4477
4h1tE00	0.3914
4h1tF00	0.4777
4h1wA01	1.4153
4h1wA02	4.9759
4h1wA03	0.1983
4h1wA04	5.4091
4h1yP01	0.8079
4h1yP02	0.2434
4h23A00	0.5057
4h23B00	0.7032
4h24A00	0.4501
4h24B00	0.5335
4h24C00	0.8255
4h24D00	0.6229
4h25A01	0.5691
4h25A02	0.3204
4h25D01	0.4945
4h25D02	0.3794
4h26A01	0.3626
4h26A02	0.4651
4h26D01	0.459
4h26D02	0.4829
4h2aA01	0.3853
4h2aA02	0.6586
4h2aA03	0.1778
4h2aA04	0.3476
4h2bA01	0.2028
4h2bA02	0.2781
4h2eA00	0.8373
4h2eB00	0.6694
4h2fA01	0.2116
4h2fA02	2.1734
4h2gA01	0.4171
4h2gA02	0.499
4h2iA01	0.4844
4h2iA02	0.9138
4h2jA00	2.2887
4h2jB00	2.0065
4h2mA00	1.9282
4h2mB00	2.1622
4h2nA01	0.5363
4h2nA02	0.4287
4h2oA00	1.4887
4h2oB00	2.0961
4h2pA01	0.4653
4h2pA02	0.5228
4h2pB01	0.4594
4h2pB02	0.37
4h2pC01	0.3983
4h2pC02	0.5663
4h2pD01	0.4172
4h2pD02	0.5936
4h2qA01	0.3785
4h2qA02	0.4402
4h2rA01	0.5002
4h2rA02	0.2705
4h2rB01	0.3159
4h2rB02	0.1395
4h2sA00	0.3892
4h2sB00	0.3774
4h2tA00	0.4462
4h2tB00	0.3332
4h2uA00	0.3898
4h2uB00	0.3561
4h2vA00	0.4862
4h2vB00	0.2595
4h2wA00	0.1287
4h2wB00	0.1902
4h2xA00	0.2525
4h2xB00	0.2614
4h2yA00	0.2548
4h2yB00	0.2611
4h2zA01	0.4896
4h30A00	0.4048
4h30B00	0.4218
4h34A01	0.3313
4h34A02	0.301
4h34A03	0.7951
4h36A01	0.2648
4h36A02	6.3742
4h38A00	1.9857
4h38B00	1.2197
4h39A01	0.4246
4h39A02	4.5337
4h3aA00	1.0662
4h3aB00	0.7036
4h3bA01	0.3354
4h3bA02	6.4666
4h3bC01	0.3411
4h3bC02	6.4237
4h3cA00	0.7378
4h3cB00	0.8179
4h3fA01	0.3967
4h3fA02	0.0696
4h3fB01	0.2506
4h3fB02	0.199
4h3gA01	0.2869
4h3gA02	0.3408
4h3gB01	0.4018
4h3gB02	0.3638
4h3iA01	0.1726
4h3iA02	0.2932
4h3iB01	0.3583
4h3iB02	0.311
4h3jA01	0.5955
4h3jA02	0.1814
4h3jB01	0.4668
4h3jB02	0.1747
4h3pA01	0.2844
4h3pA02	2.0377
4h3pD01	0.3628
4h3pD02	1.0421
4h3qA01	0.3071
4h3qA02	1.3573
4h3xA00	0.8451
4h3xB00	0.7141
4h42U01	0.3058
4h42U02	0.3088
4h45A01	0.4029
4h45A02	0.3884
4h46A01	3.7916
4h46A02	0.4225
4h47A00	5.4483
4h48A00	5.4958
4h49A00	0.3838
4h49B00	0.3965
4h49C00	0.277
4h49D00	0.2143
4h4cA01	0.6587
4h4cA02	1.7992
4h4cA03	0.2815
4h4cB01	0.6659
4h4cB02	0.2622
4h4cB03	0.2216
4h4dA01	0.7254
4h4dA02	1.7906
4h4dA03	0.3458
4h4dB01	0.7241
4h4dB02	0.3495
4h4dB03	0.2505
4h4eA01	0.7203
4h4eA02	1.7878
4h4eA03	0.2971
4h4eB01	0.724
4h4eB02	0.2835
4h4eB03	0.2262
4h4fB00	0.5227
4h4iA00	0.1207
4h4lA00	0.3799
4h4lB00	0.2543
4h4lC00	0.2221
4h4lD00	0.3529
4h4lE00	0.182
4h4lF00	0.2713
4h4lG00	0.1814
4h4lH00	0.3372
4h4lI00	0.6156
4h4lJ00	0.2727
4h4lK00	0.232
4h4lL00	0.6021
4h4pA01	0.6117
4h4pA02	0.3796
4h4pA03	0.1685
4h4qA01	0.5879
4h4qA02	0.4002
4h4qA03	0.2316
4h4rA01	0.6144
4h4rA02	0.4258
4h4rA03	0.203
4h4sA01	0.6553
4h4sA02	0.47
4h4sA03	0.2267
4h4tA01	0.6167
4h4tA02	0.4105
4h4tA03	0.1978
4h4uA01	0.6006
4h4uA02	0.2522
4h4uA03	0.2299
4h4vA01	0.6157
4h4vA02	0.4819
4h4vA03	0.1699
4h4wA01	0.6152
4h4wA02	0.5129
4h4wA03	0.1802
4h4xA01	0.6144
4h4xA02	0.433
4h4xA03	0.1531
4h4yA01	0.6311
4h4yA02	0.1138
4h4yA03	0.2041
4h4zA01	0.5955
4h4zA02	0.1637
4h4zA03	0.1641
4h50A01	0.5712
4h50A02	0.1705
4h50A03	0.2347
4h55A00	0.4843
4h57A01	0.2401
4h57A02	0.2312
4h58A01	0.5462
4h58A02	4.906
4h58B01	0.612
4h58B02	0.5469
4h58C01	0.7201
4h58C02	8.1959
4h5cF00	0.4484
4h5dF00	0.3788
4h5eF00	0.4102
4h5nA01	1.8291
4h5nA02	0.3237
4h5nA03	0.2305
4h5nA04	0.4813
4h5nB01	1.8709
4h5nB02	0.4322
4h5nB03	0.4338
4h5nB04	0.4968
4h5rA01	1.8267
4h5rA02	0.4053
4h5rA03	0.3854
4h5rA04	0.2373
4h5rB01	1.8361
4h5rB02	0.3758
4h5rB03	0.2143
4h5rB04	0.2124
4h5tA01	1.7604
4h5tA02	0.3595
4h5tA03	0.4029
4h5tA04	0.1172
4h5vA01	1.8078
4h5vA02	0.265
4h5vA03	0.3458
4h5vA04	0.2391
4h5wA01	1.7366
4h5wA02	0.3412
4h5wA03	0.3028
4h5wA04	0.1699
4h5wB01	1.7278
4h5wB02	0.3442
4h5wB03	0.3904
4h5wB04	0.2028
4h5xA01	0.2081
4h5xA02	1.0823
4h5xB01	0.4859
4h5xB02	0.7474
4h6eA00	0.5732
4h6jA00	0.4086
4h6jB01	0.4036
4h6kA00	0.3445
4h6oA00	0.6644
4h6sB01	4.3009
4h6sB02	0.2808
4h6tA01	2.9967
4h6tA02	0.3815
4h71A01	0.2907
4h71A02	1.0195
4h71B01	0.3658
4h71B02	0.7315
4h75A00	5.2407
4h76A00	0.3708
4h7bA00	0.5084
4h7cA00	0.7088
4h7qA01	0.6985
4h7qA02	0.3613
4h7xA00	0.5398
4h7xB00	0.4822
4h7yA00	0.1838
4h7yB00	0.6539
4h7yC00	0.4108
4h7yD00	0.2773
4h7zA00	0.495
4h81A01	0.4599
4h81A02	0.3635
4h82A00	0.3634
4h82B00	0.454
4h82C00	0.3703
4h82D00	0.5538
4h84A00	0.3972
4h84B00	0.2049
4h85A01	0.3964
4h85A02	0.4546
4h8iA01	0.2948
4h8iA02	1.2305
4h8iB01	0.3278
4h8iB02	1.2292
4h8jA01	1.5802
4h8jA02	0.4118
4h8jB01	1.5036
4h8jB02	0.4403
4h8jC01	1.553
4h8jC02	0.417
4h8jD01	1.5216
4h8jD02	0.4183
4h8wC01	0.1258
4h8wC02	0.7932
4h8xA00	0.1633
4h8yA00	0.1665
4h8zA00	0.1639
4h90A00	0.1642
4h91A00	0.4318
4h92A00	0.1632
4h93A00	0.1649
4h94A00	0.4368
4h95A00	0.5008
4h95B00	1.0716
4h96A00	0.9132
4h96B00	0.802
4h97A00	0.4149
4h97B00	0.3409
4h99H01	0.3269
4h99H02	0.4618
4h99L01	0.3983
4h99L02	0.3744
4h99M01	0.4984
4h99M02	0.3111
4h9aA00	0.1652
4h9bA00	0.1648
4h9cA00	0.1654
4h9eA00	0.1654
4h9fA00	0.4339
4h9hA00	0.1652
4h9iA00	0.1652
4h9lH01	0.3551
4h9lH02	0.1852
4h9lL01	0.3574
4h9lL02	0.3189
4h9lM01	0.4324
4h9lM02	0.2408
4h9nA00	5.0783
4h9nB00	1.6985
4h9nC00	0.3704
4h9oA00	4.8871
4h9oB00	1.696
4h9oC00	0.3376
4h9pA00	5.1023
4h9pB00	1.6882
4h9pC00	0.2838
4h9qA00	5.0835
4h9qB00	1.7053
4h9qC00	0.3351
4h9rA00	5.0756
4h9rB00	1.6987
4h9rC00	0.325
4h9sA00	3.2608
4h9sB00	4.8741
4h9sC00	0.4767
4h9sD00	0.4676
4h9sE00	1.7328
4h9sF00	0.7562
4h9tA00	1.1858
4h9tB00	1.0961
4h9uA00	0.4465
4h9uB00	0.3422
4h9vA00	0.2334
4h9vB00	0.5047
4h9wA00	0.557
4h9xA00	0.3462
4h9xB00	0.4087
4h9yA00	0.8091
4h9yB00	0.6962
4h9zA00	0.679
4h9zB00	0.7031
4ha0A00	0.1829
4ha0B00	0.177
4ha2A00	0.5452
4ha2B00	0.2563
4ha5A01	0.1724
4ha5A02	0.221
4ha5B01	0.6101
4ha5B02	0.2105
4habA01	0.564
4habA02	1.1233
4habB01	0.2326
4habB02	1.0124
4habC01	0.5948
4habC02	0.8868
4haiA01	1.6007
4haiA02	0.3806
4haiA03	0.7565
4hajA00	1.9307
4hakA01	0.063
4hakA02	0.0068
4halA01	0.0517
4halA02	0
4hanA02	0.2574
4hanB02	0.267
4hatA00	5.5428
4hatB00	0.2951
4hauA00	5.522
4hauB00	0.3172
4havA00	5.2237
4havB00	0.7806
4hawA00	5.2181
4hawB00	0.8694
4haxA00	5.4136
4haxB00	0.8734
4hayA00	5.5943
4hayB00	0.2434
4hazA00	5.5679
4hazB00	0.3386
4hb0A00	5.6164
4hb0B00	0.2494
4hb2A00	5.3915
4hb2B00	0.8893
4hb3A00	5.5656
4hb3B00	0.2318
4hb4A00	5.5537
4hb4B00	0.2663
4hb6A00	1.9363
4hb8A00	1.9793
4hbaA00	0.6193
4hbfA00	1.9511
4hbhH01	0.4132
4hbhH02	0.3912
4hbhL01	0.2964
4hbhL02	0.4753
4hbhM01	0.3677
4hbhM02	0.2037
4hbiA00	0.3371
4hbiB00	0.4401
4hbjH01	0.3816
4hbjH02	0.2537
4hbjL01	0.3722
4hbjL02	0.2262
4hbjM01	0.2849
4hbjM02	0.1503
4hbmA00	6.4089
4hbmB00	5.7538
4hbmC00	5.7073
4hbmD00	6.4709
4hbmE00	6.2747
4hbmF00	6.2315
4hbmG00	6.3532
4hbmH00	5.9931
4hbpA00	0.1736
4hbpB00	0.2372
4hbvA01	0.2592
4hbwA01	0.333
4hbxA01	0.2082
4hbyA01	0.1534
4hc3A00	1.9321
4hc4A01	0.9498
4hc4A02	0.5834
4hcbA01	0.4775
4hcbA02	0.4684
4hcbA03	0.3306
4hcbB01	0.5298
4hcbB02	0.3292
4hcbB03	1.0216
4hccA01	0.3455
4hccA02	0.3803
4hccA03	0.505
4hccB01	0.5299
4hccB02	0.2581
4hccB03	1.0642
4hckA00	0.4753
4hcnB00	0.3077
4hcoA01	0.2266
4hcoA02	1.0149
4hcoB01	0.4615
4hcoB02	0.8526
4hcqA01	0.5301
4hcqA02	0.2592
4hctA01	0.714
4hctA02	0.2967
4hcuA01	1.0035
4hcuA02	0.3054
4hcvA01	0.9339
4hcvA02	0.5864
4hd4A00	0.3119
4hd4B00	0.2707
4hd6A00	0.431
4hd6B00	0.1832
4hd7A00	0.4241
4hd7B00	0.2747
4hd8A01	0.3535
4hd8A02	0.306
4hdaA01	2.2185
4hdaA02	0.5013
4hdaB01	0.5979
4hdaB02	0.4132
4hdiA01	9.1848
4hdiA02	18.2213
4hdiB01	5.3613
4hdiB02	0.6993
4hdiH01	5.483
4hdiH02	0.4649
4hdiL01	9.1071
4hdiL02	18.2275
4hdlA00	1.9428
4hdoA01	0.3086
4hdoA02	0.2901
4hdoA03	0.5662
4hdoB00	0.4176
4hdqA01	0.1683
4hdqA02	0.2562
4hdqA03	0.6492
4hdqB00	0.2566
4he0A01	0.3878
4he0A02	0.4974
4he1A01	0.3543
4he1A02	0.3053
4he2A01	0.2299
4he2A02	0.3237
4he8A00	1.4854
4he8B00	1.4841
4he8D00	4.3652
4he8E00	0.2
4he8F02	0.38
4he8J00	4.3363
4he8K00	0.2003
4he8L02	0.3802
4hea101	0.397
4hea102	0.4991
4hea103	0.665
4hea104	0.5514
4hea201	0.3319
4hea202	0.8482
4hea400	0.5949
4hea600	3.8426
4hea700	0.3856
4hea900	0.5781
4heaA00	4.0385
4heaB01	0.3865
4heaB02	0.4412
4heaB03	0.4646
4heaB04	0.3465
4heaC01	0.2555
4heaC02	0.8521
4heaE00	0.5718
4heaG00	3.8403
4heaI00	0.4287
4heaJ00	4.9549
4heaK00	0.2553
4heaL02	0.272
4heaO00	0.5528
4heaP00	4.0624
4heaR00	4.8564
4heaS00	0.2392
4heaT02	0.4714
4heeX00	0.6101
4hefA00	0.3763
4heuA00	0.6918
4heuB00	0.35
4hevA01	4.5315
4hevB01	0.6645
4hewA00	0.5692
4heyA00	0.2679
4hezA00	0.2021
4hf3A00	0.2287
4hf4A00	0.7216
4hf4B00	0.3603
4hf8A01	0.2897
4hf8A02	0.2315
4hfbA01	0.1807
4hfbA02	0.2436
4hfbB01	0.3046
4hfbB02	0.2182
4hfbC01	0.1165
4hfbC02	0.05
4hfbD01	0.2605
4hfbD02	0.1873
4hfbE01	0.3321
4hfbE02	0.0682
4hfcA01	0.2376
4hfcA02	0.3238
4hfcB01	0.3858
4hfcB02	0.3372
4hfcC01	0.3307
4hfcC02	0.4259
4hfcD01	0.1885
4hfcD02	0.3337
4hfcE01	0.2891
4hfcE02	0.4085
4hfdA01	0.1683
4hfdA02	0.1253
4hfdB01	0.3579
4hfdB02	0.1359
4hfdC01	0.2732
4hfdC02	0.1297
4hfdD01	0.2228
4hfdD02	0.1261
4hfdE01	0.2738
4hfdE02	0.0888
4hfeA01	0.1293
4hfeA02	0.0918
4hfeB01	0.3485
4hfeB02	0.1068
4hfeC01	0.2981
4hfeC02	0.102
4hfeD01	0.2539
4hfeD02	0.1064
4hfeE01	0.1209
4hfeE02	0.0875
4hfhA01	0.1632
4hfhA02	0.1453
4hfhB01	0.3375
4hfhB02	0.1182
4hfhC01	0.2901
4hfhC02	0.1221
4hfhD01	0.2849
4hfhD02	0.1587
4hfhE01	0.3126
4hfhE02	0.1031
4hfiA01	0.168
4hfiA02	0.17
4hfiB01	0.3496
4hfiB02	0.1646
4hfiC01	0.2917
4hfiC02	0.1501
4hfiD01	0.2925
4hfiD02	0.1712
4hfiE01	0.3174
4hfiE02	0.1639
4hfpB01	4.7634
4hfpB02	0.874
4hfpD01	4.0206
4hfpD02	0.5553
4hfrA00	0.2226
4hfrB00	0.3221
4hfzA00	0.5244
4hfzC00	0.7049
4hg7A00	1.7274
4hgaA00	0.9551
4hgaB00	3.727
4hgaC00	0.6109
4hgcA01	0.3305
4hgcA02	0.1062
4hgeA01	0.2838
4hgeA02	0.9326
4hgeB01	0.2502
4hgeB02	0.8745
4hgfA00	3.1708
4hgfB00	2.4508
4hggA00	3.1249
4hggB00	2.861
4hghA00	0.9072
4hghB00	0.5981
4hgiA00	0.6599
4hgiB00	0.6386
4hgjA00	0.4704
4hgjB00	0.7266
4hgkA02	0.2268
4hgkB02	0.286
4hglA01	0.7766
4hglA02	0.3329
4hgmB02	0.3463
4hgsA01	0.7755
4hgsA02	0.3596
4hgtA01	0.2558
4hgtA02	0.1957
4hgtB01	0.1653
4hgtB02	0.3105
4hhbA00	0.3213
4hhbB00	0.5646
4hhbC00	0.1584
4hhbD00	0.4824
4hhgA00	0.7471
4hhvA00	3.8899
4hhvB00	0.4268
4hhwA00	0.293
4hhwB00	0.3574
4hhyA01	0.3587
4hhyA02	0.2839
4hhyB01	0.3824
4hhyB02	0.6243
4hhyC01	0.3863
4hhyC02	0.7202
4hhyD01	0.4523
4hhyD02	0.4077
4hhzA01	0.5854
4hhzA02	1.038
4hhzB01	0.5824
4hhzB02	0.5155
4hhzC01	1.0071
4hhzC02	0.5134
4hhzD02	0.2915
4hi8B00	8.0386
4hi9B00	8.0295
4hibA00	0.8066
4hibB00	0.2596
4hidA00	0.8583
4hikA00	3.9877
4himA00	3.8284
4hinA00	0.1712
4hinB00	0.1845
4hinC00	0.156
4hinD00	0.1783
4hioA00	0.8981
4hipA00	0.3351
4hipB00	0.3515
4hiqA00	0.9926
4hiqB00	1.8278
4hirA00	0.6674
4hisA00	1.1487
4hisB00	0.5661
4hixH02	0.9298
4hixL02	0.1681
4hj2A01	0.3137
4hj2A02	0.2802
4hj2B01	0.1246
4hj2B02	0.1143
4hj5A00	4.1282
4hj7A00	4.2623
4hj8A00	0.858
4hj9A00	4.0444
4hjaA00	4.3481
4hjeA00	0.2493
4hjeB00	0.3597
4hjeC00	0.2588
4hjeD00	0.5801
4hjgE00	0.2633
4hjjA00	0.3676
4hjlA01	0.7187
4hjlA02	0.1472
4hjlB00	0.4247
4hjmA00	0.4698
4hjoA01	1.1658
4hjoA02	6.3552
4hjpA00	0.8017
4hjqA00	0.5513
4hjqB00	0.5483
4hjrA01	0.377
4hjrB01	0.5531
4hjrB02	0.3587
4hjsA00	0.964
4hjsB00	0.4522
4hjtA00	0.5985
4hjtB00	0.5148
4hjuA00	4.5655
4hjuB00	0.5672
4hjxA01	0.9268
4hjxA02	0.2144
4hjxB01	0.6949
4hjxB02	0.1259
4hk2A00	0.2581
4hk2B00	0.3305
4hk2C00	0.2624
4hk2D00	0.3237
4hk4A01	0.4368
4hk8A00	0.1063
4hk9A00	0.1329
4hkcA00	0.6169
4hkdA00	1.3777
4hkdB00	2.0442
4hkdC00	1.9343
4hkdD00	1.3264
4hkiA00	5.5817
4hkiC00	6.2728
4hkiD00	6.2676
4hkiH00	5.6293
4hkjA01	0.4242
4hkjA02	0.5078
4hkjB00	0.3323
4hkjE01	0.4242
4hkjE02	0.5078
4hkjF00	0.322
4hkjI01	0.424
4hkjI02	0.5078
4hkjJ00	0.3219
4hkjM01	0.4237
4hkjM02	0.508
4hkjN00	0.3219
4hkkA00	5.6063
4hkkB00	6.2412
4hkkC00	5.63
4hkkD00	6.2602
4hklA00	0.4434
4hknA00	5.6367
4hknC00	6.2561
4hkoA00	0.2781
4hkpA00	0.1717
4hkpB00	0.066
4hkvA01	0.6092
4hkvA02	0.1762
4hkvB00	0.4086
4hkwA00	0.2877
4hkyA00	0.5211
4hkyB00	0.8897
4hkzE00	0.2922
4hl1A00	0.8528
4hl1B00	1.0087
4hl2A00	1.8759
4hl2B00	1.3793
4hl5A00	5.5825
4hl5C00	6.261
4hleA01	0.4081
4hleA02	1.4544
4hleA03	0.1671
4hleA04	0.4427
4hleA05	0.9095
4hlfA00	5.6001
4hlfB00	5.6316
4hlfC00	6.3201
4hlfD00	6.277
4hlgA00	5.6622
4hlgB00	5.6441
4hlgC00	6.1986
4hlgD00	6.25
4hlhA00	5.5909
4hlhB00	5.6306
4hlhC00	6.2913
4hlhD00	6.0471
4hljA01	4.7277
4hljA02	0.2985
4hlkA00	5.6613
4hlkB00	5.6225
4hlkC00	6.0977
4hlkD00	6.2433
4hlmA00	5.6899
4hlmB00	5.6516
4hlmC00	6.1236
4hlmD00	6.2726
4hltA01	0.4372
4hltA02	0.6921
4hlwA00	0.3339
4hm0A01	0.5269
4hm0A02	0.1447
4hm0B00	0.3296
4hm1A01	0.8402
4hm1A02	0.1656
4hm1B00	0.3749
4hm2A01	0.7919
4hm2A02	0.1462
4hm2B00	0.3544
4hm3A01	0.8061
4hm3A02	0.1648
4hm3B00	0.3841
4hm4A01	0.8225
4hm4A02	0.1429
4hm4B00	0.3588
4hm5A01	0.8262
4hm5A02	0.1356
4hm5B00	0.4006
4hm6A01	0.8267
4hm6A02	0.156
4hm6B00	0.3539
4hm7A01	0.6626
4hm7A02	0.1567
4hm7B00	0.3926
4hm8A01	0.784
4hm8A02	0.1595
4hm8B00	0.4105
4hmaA00	0.4507
4hmaB00	0.5166
4hmbA00	0.4189
4hmhA00	5.6103
4hmhC00	6.2596
4hmiA00	0.7235
4hmjA00	0.7533
4hmnA00	0.2842
4hn2A01	0.467
4hn2A02	0.3204
4hn4A00	1.1212
4hn4B01	0.3492
4hn4B02	0.3406
4hn5A00	0.7201
4hn5B00	0.1498
4hn6A00	0.3015
4hn6B00	0.1211
4hnaA01	0.9384
4hnaA02	1.6826
4hnaA03	0.526
4hnaB01	0.4251
4hnaB02	0.7709
4hnaB03	0.2341
4hnaK00	4.6342
4hncA01	1.3198
4hncA02	0.389
4hncB01	1.3086
4hncB02	0.3005
4hnfA01	0.2238
4hnfA02	0.4045
4hnfB01	0.4042
4hnfB02	0.3306
4hnpA00	0.4594
4hnpB00	0.3342
4hnpC00	0.8099
4hnpD00	1.6995
4hnpE00	0.2825
4hnpF00	0.1785
4hnpG00	0.3673
4hnpH00	0.3685
4hnpI00	0.274
4hnpJ00	0.7519
4hnpK00	0.2067
4hnpL00	0.3321
4hnpM00	0.4445
4hnpN00	0.2778
4hnpO00	0.4672
4hnpP00	0.3625
4hnpQ00	0.6855
4hnpR00	1.4994
4hnpS00	0.3603
4hnpT00	0.1805
4hnpU00	0.3376
4hnpV00	0.3442
4hnpW00	0.2914
4hnpX00	0.4996
4hnpY00	0.2821
4hnpZ00	0.4134
4hnpa00	0.3463
4hnpb00	0.3047
4ho1X01	0.0185
4ho1X02	0.0726
4hoaA01	13.7251
4hoaA02	11.9304
4hoeA00	0.7714
4hoeB00	0.3218
4hofA00	1.0185
4hofB00	0.3781
4hohA00	0.3708
4hohB00	0.3669
4hohC00	0.3674
4hohD00	0.3553
4homA01	0.8366
4homA02	0.3652
4homA03	0.4322
4honA00	0.385
4honB00	0.4554
4hooA00	0.5398
4hooB00	0.5236
4hopB00	2.1569
4hopD00	1.8022
4hopF00	1.866
4hoyA00	0.2362
4hp0A00	0.2032
4hp9A00	0.4264
4hpaA00	1.4
4hpbA00	0.4311
4hpcA00	0.4208
4hpdA00	1.4016
4hpiA00	0.251
4hpjA00	0.7006
4hpjB01	0.3071
4hpjB02	0.0605
4hpkA00	0.6515
4hpkB00	0.3519
4hptE01	0.1818
4hptE02	0.3015
4hpuE01	0.2733
4hpuE02	0.1641
4hpwA01	0.6246
4hpxA00	0.8717
4hpxB01	0.3735
4hpxB02	0.4077
4hpyH01	0.8211
4hpyH02	1.9001
4hq0A00	2.9198
4hq0B00	7.8006
4hq6A01	0.5717
4hq6A02	0.2382
4hq6A03	0.7374
4hq6A04	4.5325
4hq8A00	0.4713
4hq8B00	0.2991
4hq8C00	0.2591
4hq8D00	0.2723
4hq8E00	0.2682
4hq8F00	0.2429
4hq9A00	0.2538
4hq9B00	0.2829
4hq9C00	0.2749
4hq9D00	0.2912
4hq9E00	0.2671
4hq9F00	0.3132
4hqaA00	0.257
4hqcA00	0.3265
4hqcB00	0.3146
4hqcC00	0.3051
4hqcD00	0.3213
4hqcE00	0.3424
4hqcF00	0.3378
4hqpA00	6.9242
4hqpB00	6.917
4hqpC00	6.9034
4hqpD00	6.9157
4hqpE00	6.9241
4hqrA00	3.5915
4hqrB00	2.8408
4hqvA00	0.5566
4hr0A00	1.2698
4hr4A00	1.3672
4hr5A00	1.4765
4hr7A01	0.3136
4hr7A02	0.2989
4hr7A03	0.4295
4hr7C01	0.2696
4hr7C02	0.4289
4hr7C03	0.2333
4hr7E01	0.3104
4hr7E02	0.2213
4hr7E03	0.999
4hr7F01	0.4154
4hr7F02	0.3273
4hr7F03	0.5604
4hr9A01	0.2446
4hr9B01	0.3652
4hraA01	0.522
4hraA02	0.712
4hrcA00	0.4377
4hrcB00	0.4966
4hrcC00	0.7155
4hrcD00	1.9201
4hrcE00	0.2482
4hrcF00	0.3036
4hrcG00	0.3115
4hrcH00	0.4855
4hrcI00	0.2921
4hrcJ00	0.3995
4hrcK00	0.2817
4hrcL00	0.3843
4hrcM00	0.4426
4hrcN00	0.3213
4hrcO00	0.5081
4hrcP00	0.4204
4hrcQ00	0.626
4hrcR00	1.7778
4hrcS00	0.3579
4hrcT00	0.1788
4hrcU00	0.3291
4hrcV00	0.1582
4hrcW00	0.2532
4hrcX00	0.3086
4hrcY00	0.3389
4hrcZ00	0.457
4hrca00	0.4347
4hrcb00	0.4446
4hrdA00	0.4958
4hrdB00	0.3836
4hrdC00	1.1791
4hrdD00	1.8052
4hrdE00	0.4052
4hrdF00	0.1399
4hrdG00	0.3428
4hrdH00	0.514
4hrdI00	0.3333
4hrdJ00	0.2534
4hrdK00	0.293
4hrdL00	0.4105
4hrdM00	0.454
4hrdN00	0.4392
4hrdO00	0.4806
4hrdP00	0.3316
4hrdQ00	0.8059
4hrdR00	1.8028
4hrdS00	0.3713
4hrdT00	0.5135
4hrdU00	0.3421
4hrdV00	0.515
4hrdW00	0.2904
4hrdX00	0.3758
4hrdY00	0.2992
4hrdZ00	0.1126
4hrda00	0.3675
4hrdb00	0.2678
4hrhA00	9.8331
4hrhB00	10.3225
4hrlC00	0.682
4hrmA00	0.953
4hrmC00	0.6938
4hrnC00	0.681
4hrnD00	0.3318
4hrqA01	0.3019
4hrqB01	0.3333
4hrwA01	0.1862
4hrwB01	0.3517
4hs2A00	0.0596
4hs3A01	0.4407
4hs3A02	0.8501
4hs3B00	0.6361
4hsaA01	0.4587
4hsaB01	2.542
4hsaD01	0.4609
4hsaE01	2.2163
4hseA01	0.4997
4hseA02	0.4761
4hsfA00	0.3954
4hshA00	0.2101
4hsjA01	0.2259
4hslA01	0.6074
4hsnA00	0.8648
4hsnB00	0.979
4hsnC00	0.6328
4hsnD00	0.7819
4hsoA00	0.7333
4hsoB00	0.4477
4hsoC00	0.6778
4hsoD00	0.608
4hswA00	0.2966
4hswB00	0.9825
4hsxA00	0.7971
4hsxB00	0.8165
4hszA00	0.4871
4hszB00	0.5705
4hszC00	0.6957
4hszD00	0.3806
4ht0A00	0.1875
4ht2A00	0.4458
4ht2B00	0.1499
4ht2C00	0.4254
4ht2D00	0.2261
4ht3A00	0.5884
4ht3B01	0.2401
4ht3B02	1.0733
4htbA00	0.5328
4htcH01	4.9575
4htcH02	0.5671
4htcI00	0.7138
4hthA00	0.7444
4htkA00	0.1655
4htnA00	0.1775
4htoA00	2.604
4htpA00	0.5386
4htpB00	2.8145
4htqA00	0.1803
4htrA01	0.5355
4htrA02	0.1332
4htrA03	0.0121
4htuA00	0.2251
4htuB00	0.2098
4htvA00	0.3363
4htxA00	0.5648
4htxB00	0.6234
4htxC01	0.3928
4htxD01	0.1895
4htzA00	0.5581
4htzB00	0.5942
4htzC01	0.5671
4htzD01	0.2108
4hu1A00	0.5836
4hu1B00	0.256
4hu2A01	0.2962
4hu2A02	0.1112
4hu7A00	0.5093
4hu7B00	0.501
4hu9A00	0.4873
4huaA00	0.7017
4hucA01	0.2364
4hucA02	0.4377
4hucB01	0.1434
4hucB02	0.4682
4hueA00	0.2418
4hueB00	0.1325
4hufA00	0.2381
4hufB00	0.1893
4hugA00	0.237
4hugB00	0.1792
4huoX01	0.1644
4huoX02	0.5716
4hupX01	0.4449
4hupX02	0.5065
4huuA01	0.5362
4huuA02	0.5974
4huuB00	0.4905
4huuD01	0.5947
4huuD02	0.4668
4huuE00	0.4557
4huvA01	0.263
4huvA02	0.3568
4huvB00	0.461
4huvD01	0.3314
4huvD02	0.5534
4huvE00	0.4447
4huwA01	0.3802
4huwA02	0.2449
4huwB00	0.5864
4huwC01	0.5165
4huwC02	0.3458
4huwD00	0.5296
4huwE01	0.3847
4huwE02	0.7405
4huwF00	0.5426
4huwG01	0.5215
4huwG02	0.4736
4huwH00	0.639
4huxA01	0.3449
4huxA02	0.6307
4huxB00	0.3846
4hv1A00	0.1677
4hv2A00	0.2208
4hv3A01	0.1924
4hv3A02	0.7818
4hv5A01	0.1886
4hv5A02	0.3907
4hv5B01	0.3027
4hv5B02	0.3898
4hv6A01	0.4996
4hv6A02	0.3695
4hv6B01	0.3118
4hv6B02	0.3311
